image_id,gt,yolo_pred,vlm_pred,yolo_resultado,vlm_resultado,yolo_correto,vlm_correto,yolo_score_max,vlm_confianca,vlm_descricao,n_gt_boxes,n_yolo_boxes,n_vlm_boxes
0015_png.rf.9f7da6f9dd40b96189bbb1891c0fc115.jpg,1,1,1,TP,TP,True,True,0.3708,0.95,Acúmulo de sacos de lixo e resíduos diversos espalhados na base de uma árvore na calçada.,3,1,1
0016_png.rf.4d617a02171d0981c828cae08c5b422f.jpg,1,0,1,FN,TP,False,True,0.0,0.95,There is a pile of discarded waste and garbage bags on the sidewalk next to the tree.,5,0,2
0017_png.rf.0d1e47243d14e3071ba94161fdb6527d.jpg,1,1,1,TP,TP,True,True,0.8317,0.95,Several black garbage bags piled up on the sidewalk corner.,4,3,2
0018_png.rf.9a03172ffcff88cfbac80ec12c5caf4a.jpg,1,1,1,TP,TP,True,True,0.594,0.09,"Acúmulo de entulho e resíduos diversos no chão, junto à parede com pichações.",5,1,1
0019_png.rf.2c02c405038cf805004ee57d1cbb430d.jpg,1,1,0,TP,FN,True,False,0.7892,0.95,No visible trash or discarded waste on the street or sidewalk.,1,6,0
0020_png.rf.e19936fff9886e4b9ef0526f020dba93.jpg,1,0,1,FN,TP,False,True,0.0599,0.9,There is a discarded plastic bag or waste material on the side of the road/sidewalk area.,4,0,1
0021_png.rf.2e1a9c006b6db48a6424b57c93eb8936.jpg,1,1,1,TP,TP,True,True,0.5901,0.95,"Large amount of accumulated waste, including plastic bags, organic matter, and a tire, piled up against a wall and on the sidewalk.",5,2,5
0022_png.rf.5aef81baddd502eb37b2cd21a6307af3.jpg,1,0,1,FN,TP,False,True,0.1452,0.0,Acúmulo de entulho e resíduos sólidos descartados na calçada.,4,0,3
0023_png.rf.c27d579eb71072841fac0be568a4e07b.jpg,1,1,1,TP,TP,True,True,0.8409,0.95,Several black garbage bags piled up on the sidewalk/curb.,1,4,1
0024_png.rf.b0993324bd57f8cc9d019d49a4eb90f8.jpg,1,1,1,TP,TP,True,True,0.4531,1.0,Large pile of garbage bags and loose waste accumulated on the sidewalk/grass verge.,1,2,1
0025_png.rf.7b134340eea3de0629fdbb6a61ccb489.jpg,1,0,1,FN,TP,False,True,0.1345,0.95,There are several bags and discarded items piled up on the sidewalk next to a tree.,1,0,1
0026_png.rf.d2e5e9928d59cd2c000401c92ccb9e7b.jpg,1,1,1,TP,TP,True,True,0.3253,0.09,There is a pile of garbage bags and loose waste on the sidewalk near the base of a utility pole.,2,1,1
0027_png.rf.6434aa36af1db108b94938969a31d8a0.jpg,1,1,1,TP,TP,True,True,0.6906,0.09,Several black garbage bags and some white/clear plastic bags filled with waste are discarded on the sidewalk/curb area.,1,2,1
0028_png.rf.9b31d9f1046c079fe57f144d1aa173af.jpg,1,1,1,TP,TP,True,True,0.7164,0.9,There is discarded waste and debris on the sidewalk and curb area near the utility box.,2,2,1
0029_png.rf.1e301d52fbd6f87e15c2bf88ddf8cc9c.jpg,1,1,1,TP,TP,True,True,0.813,0.95,Discarded waste and debris scattered on the sidewalk/median area near the tree.,2,1,2
0030_png.rf.51aaca55f0dc987741ee330c8fe1d930.jpg,1,1,1,TP,TP,True,True,0.5623,1.0,Large amount of garbage bags and loose waste scattered along the sidewalk and street edge.,4,6,1
0031_png.rf.3d0f99c67a1eda60578e3b0d65d31465.jpg,1,1,1,TP,TP,True,True,0.8099,0.95,"There are several pieces of discarded waste, including bottles and packaging, on the sidewalk/curb area next to the white car.",4,2,5
0032_png.rf.ef3438e853f7049321ccb76f2c30739e.jpg,1,1,1,TP,TP,True,True,0.3104,0.95,Large amount of accumulated waste and debris on the sidewalk and street edge near a tree.,3,1,1
0033_png.rf.06dbcc53d3c8fdd4109b5d797136c0b4.jpg,1,1,1,TP,TP,True,True,0.8149,0.95,Large amount of construction debris and discarded waste scattered on the sidewalk and street edge.,10,1,2
0034_png.rf.d75257b75fd55f547ed2000816db4573.jpg,1,1,1,TP,TP,True,True,0.8789,0.95,Black garbage bag on the sidewalk next to a tree.,4,1,1
0035_png.rf.eea64570fd9fd3069a7ab825fdfabfa6.jpg,1,1,1,TP,TP,True,True,0.8443,0.95,Several black and white garbage bags piled on the grass strip between the sidewalk and the street.,4,4,5
0036_png.rf.969beef6aca8caf54407045bbb434ba0.jpg,1,1,1,TP,TP,True,True,0.6031,0.95,There are several garbage bags and discarded waste items piled up on the side of the street/sidewalk area.,2,1,1
0037_png.rf.63fd666d46ad74965e785ee56d5de17c.jpg,1,1,1,TP,TP,True,True,0.8182,0.95,Black garbage bags on the side of the street/sidewalk.,1,2,1
0038_png.rf.048635f3765350fd2305f72ab18e503e.jpg,1,0,1,FN,TP,False,True,0.0,0.9,There is scattered white waste/debris on the sidewalk and street edge near the motorcycle.,3,0,1
0039_png.rf.8cce46fbf06e719350b27a3968546660.jpg,1,0,1,FN,TP,False,True,0.0,0.95,Large amount of garbage bags and loose waste accumulated along the sidewalk and curb.,7,0,3
0040_png.rf.4566c8c9dfea0e3f182586338ebd6183.jpg,1,1,1,TP,TP,True,True,0.8144,0.95,Several black garbage bags piled up on the sidewalk/street corner.,3,7,1
0041_png.rf.1dd83aaf01160c33b5c82ce8f2b8a37a.jpg,1,1,1,TP,TP,True,True,0.8253,0.95,Several garbage bags and loose waste are piled up on the sidewalk/street area.,2,4,2
0042_png.rf.294a9e546c99c9c31206ce7c329f3b2b.jpg,1,0,1,FN,TP,False,True,0.0988,0.95,There is a significant amount of accumulated discarded waste and garbage bags on the sidewalk/curb area.,4,0,1
0043_png.rf.8e8a284e01ad3ec4cff1108dc59b02cc.jpg,1,1,1,TP,TP,True,True,0.6088,0.95,There are several garbage bags and loose waste items scattered on the sidewalk and the edge of the road.,4,2,4
0044_png.rf.d33c15b30c20d39532374283741e0ce5.jpg,1,1,1,TP,TP,True,True,0.8201,0.95,Two black garbage bags left on the sidewalk/street edge.,1,2,1
0045_png.rf.78a17743a01f7a60ee7b6264f04278a7.jpg,1,0,1,FN,TP,False,True,0.2377,0.9,"There is scattered debris and waste on the sidewalk and near the curb, particularly around the base of the lamp post and the base of the base of the lamp post and the base of the lamp post",15,0,5
0046_png.rf.cdabb5d69c50cccd211caf06f9da5e3a.jpg,1,0,1,FN,TP,False,True,0.0,0.95,There are several pieces of discarded waste and garbage bags at the base of the tree on the sidewalk/grass area.,2,0,1
0047_png.rf.18348ede7757ac393433df966cbce0b0.jpg,1,1,1,TP,TP,True,True,0.8051,0.95,There are several discarded bags and pieces of waste on the sidewalk next to the tree.,5,2,1
0048_png.rf.a2b259919a967a140a4fcaf6937c4817.jpg,1,0,1,FN,TP,False,True,0.0,0.95,There is discarded cardboard and waste on the sidewalk near the base of the tree.,2,0,2
0049_png.rf.c11e5895be26d55bd1af85371556a1ac.jpg,1,1,1,TP,TP,True,True,0.5574,0.09,Acúmulo de sacos de lixo e resíduos diversos descartados na calçada/canteiro.,2,1,1
0050_png.rf.0b3e4a8a3000dec5918f536ecf4479da.jpg,1,1,1,TP,TP,True,True,0.8828,0.95,"Various discarded waste materials, including plastic bags and debris, scattered on the sidewalk and against the wall.",5,1,5
0051_png.rf.6dfe466b9b8315f497ce91684d08613d.jpg,1,0,1,FN,TP,False,True,0.0,0.95,There is visible discarded waste and debris on the sidewalk and street edge near the white utility box.,8,0,1
0052_png.rf.5883d375fe45d193cc882f5d81cccfa0.jpg,1,1,1,TP,TP,True,True,0.8622,0.95,Several garbage bags and loose waste are piled on the sidewalk next to a tree and a car.,3,3,3
0053_png.rf.6e14490d11c3887218351e2a31dfca57.jpg,1,1,1,TP,TP,True,True,0.7581,0.09,Discarded waste and cardboard on the sidewalk/curb area.,2,1,1
0054_png.rf.a621e29f5d1f5fcd87e4b0fa624aa2be.jpg,1,0,1,FN,TP,False,True,0.2311,1.0,Large pile of discarded waste and garbage bags on the sidewalk/grass verge.,3,0,3
0055_png.rf.4bae67389ba2b9348bd2fdee7a40a0d9.jpg,1,0,1,FN,TP,False,True,0.1568,0.95,Large pile of construction debris and discarded waste on the sidewalk/street corner.,5,0,1
0056_png.rf.2f441ccf7ed9a370915579ed36e752e9.jpg,1,1,1,TP,TP,True,True,0.8313,0.95,Large amount of garbage bags and loose waste scattered around a trash container.,2,2,1
0057_png.rf.c5711c87dcf24008250efa131fbabd75.jpg,1,1,1,TP,TP,True,True,0.5766,0.09,"Various discarded waste including cardboard boxes, plastic bags, and loose debris on the sidewalk and dirt area near a tree.",12,2,5
0058_png.rf.2db17cb6d4f54daeb200e8387d062948.jpg,1,1,1,TP,TP,True,True,0.6964,0.9,There are several small pieces of discarded waste and bottles on the sidewalk next to the utility poles.,4,3,2
0059_png.rf.fee2b6417ac39d1d02d32ea5d1a67e2d.jpg,1,1,1,TP,TP,True,True,0.809,0.95,"Acúmulo de entulho, galhos e sacos de lixo pretos descartados na calçada ao lado de um muro.",10,2,1
0060_png.rf.ad0acc14e1a7d3a8458b57b961dc87f5.jpg,1,1,1,TP,TP,True,True,0.5133,0.95,There is a pile of garbage bags and loose waste on the sidewalk near the bus stop.,2,1,1
0061_png.rf.d26ff2b361a1e3ee13da40bb984d1f1b.jpg,1,0,1,FN,TP,False,True,0.0,0.09,Debris and construction waste scattered on the sidewalk and street edge.,4,0,1
0062_png.rf.f19f8e3aa6456f1dfc66c36c3135d126.jpg,1,0,1,FN,TP,False,True,0.1303,0.9,There is accumulated waste and debris on the side of the street/sidewalk area.,3,0,1
0063_png.rf.bdea974cb1a83d676a54aa9fbc69066d.jpg,1,1,1,TP,TP,True,True,0.5487,0.95,There are several black garbage bags and loose waste scattered on the sidewalk and around a trash container.,4,2,1
0064_png.rf.34457208825aadf31997a6e59fd5b964.jpg,1,1,1,TP,TP,True,True,0.7252,0.95,Large amount of accumulated garbage bags and loose waste scattered along the curb and sidewalk.,11,1,5
0065_png.rf.3356a448df1922c7310a2e26be864e9e.jpg,1,0,1,FN,TP,False,True,0.1892,0.95,"Large pile of mixed waste, including construction debris and plastic packaging, on the sidewalk and against a wall.",4,0,1
0066_png.rf.03840d11d9349411095003e17ec97d2d.jpg,1,0,0,FN,FN,False,False,0.0,0.95,"The street and sidewalk are clean, with no visible discarded waste or garbage bags.",2,0,0
0067_png.rf.99548bc87b25b0a9e806db7aa39aa66f.jpg,1,1,1,TP,TP,True,True,0.7831,0.95,There are several white garbage bags and loose debris on the sidewalk next to the tree.,3,3,1
0068_png.rf.909799093fca68d5b8f2efd575f9010d.jpg,1,0,1,FN,TP,False,True,0.0,0.95,Large pile of discarded garbage bags and loose waste on the grass verge,2,0,1
0069_png.rf.5b300eee3493d3c107cb381fecbf115b.jpg,1,0,1,FN,TP,False,True,0.1065,0.95,"Various discarded waste, including plastic bottles and packaging, scattered on the sidewalk and near the wall.",8,0,1
0070_png.rf.103ebae7a77113f0571df63df814055c.jpg,1,1,1,TP,TP,True,True,0.8547,0.95,Several black garbage bags filled with waste are piled on the sidewalk/curb area.,3,4,3
0071_png.rf.e044e1320222bde1d4fc564e666c06d0.jpg,1,1,1,TP,TP,True,True,0.7315,0.9,There is some discarded waste/debris on the dirt area between the sidewalk and the street.,2,1,1
0072_png.rf.de2abe2064152b0699115dab8ceef610.jpg,1,1,1,TP,TP,True,True,0.7602,0.95,Large pile of garbage bags and loose waste accumulated on the sidewalk/grass verge.,7,1,2
0073_png.rf.6f86be0a5c37d89321595c7c6ea64d59.jpg,1,1,1,TP,TP,True,True,0.6903,0.95,Several black garbage bags piled up on the sidewalk/curb area.,3,3,1
0074_png.rf.f62f9c13e78a35e7e86387c679b4b316.jpg,1,0,1,FN,TP,False,True,0.0,0.95,"Various discarded waste, including plastic bags and loose debris, scattered along the sidewalk and street edge.",8,0,5
0075_png.rf.2cf8c3db745bd9272a23412a161cdae2.jpg,1,1,1,TP,TP,True,True,0.7567,0.95,There are several discarded bags and pieces of debris scattered on the ground near the tree and along the curb.,5,3,2
0076_png.rf.7bc5f38768867e331203d4b165772096.jpg,1,0,1,FN,TP,False,True,0.0,1.0,Large amount of discarded construction debris and general waste piled up on the sidewalk and street.,7,0,1
0077_png.rf.1ef5ad92f34cebb65ae1975f439d4ce7.jpg,1,0,1,FN,TP,False,True,0.0,0.09,Discarded cardboard and debris scattered along the sidewalk and wall.,4,0,5
0078_png.rf.b68560326a7985b3e956c3e21033bd50.jpg,1,0,1,FN,TP,False,True,0.127,0.95,There is visible discarded waste and debris on the sidewalk and near the base of the utility pole.,3,0,5
0079_png.rf.b06140890468574068f44b7f9ac22403.jpg,1,1,1,TP,TP,True,True,0.6481,0.95,There is a discarded black plastic bag and some white waste/debris on the sidewalk/curb area.,2,1,2
0080_png.rf.55f1fbdbf97af457be90c792d817002e.jpg,1,1,1,TP,TP,True,True,0.8007,0.95,Several garbage bags and loose waste are piled on the side of the road/sidewalk area.,3,5,6
0081_png.rf.81356620017ddd88f6050eb50170f641.jpg,1,1,1,TP,TP,True,True,0.7368,0.95,Several black garbage bags filled with waste are piled up on the sidewalk next to a trash container.,3,7,2
0082_png.rf.e4284a51e359cbfb1434a8cfe59be823.jpg,1,1,1,TP,TP,True,True,0.2876,0.95,"Various pieces of discarded paper, plastic, and packaging waste scattered along the curb of the street.",2,1,1
0083_png.rf.1648f6a2512e62b6aea3ba9f04f94c7b.jpg,1,1,1,TP,TP,True,True,0.8017,0.09,Blue plastic garbage bags on the sidewalk/grass verge.,2,2,1
0084_png.rf.790b90ee950877b966c06003d7765689.jpg,1,1,1,TP,TP,True,True,0.877,0.95,Black garbage bags and loose waste scattered on the sidewalk and street.,3,3,4
0085_png.rf.be1e304e8f56c4b865c307319d10dfb9.jpg,1,1,1,TP,TP,True,True,0.6784,0.95,"There are several discarded items, including bags and packaging, on the sidewalk near the utility box.",4,3,1
0086_png.rf.54d1da0d5be141128a1c6bcdca96c139.jpg,1,1,1,TP,TP,True,True,0.7391,0.09,Acúmulo de sacos plásticos e resíduos diversos descartados na guia da calçada.,3,3,1
0087_png.rf.d9447631e3cacc469c5474102ef7b28c.jpg,1,1,1,TP,TP,True,True,0.6391,1.0,Large pile of garbage bags and loose waste on the sidewalk/street edge.,7,4,5
0088_png.rf.26bad349a474ea2d2e4dbd92e9f5f263.jpg,1,0,1,FN,TP,False,True,0.0,0.9,There are white bags or discarded waste materials on the side of the road/sidewalk area.,3,0,1
0089_png.rf.b639159a091ecddc1e30271db611813d.jpg,1,1,1,TP,TP,True,True,0.7114,0.09,"Acúmulo de sacos plásticos e resíduos diversos descartados na calçada, junto ao muro.",3,1,5
0090_png.rf.8ee8e6f98f2db84b8f93cf1eccb590a9.jpg,1,0,1,FN,TP,False,True,0.2124,0.95,There are several pieces of discarded waste and plastic bags on the sidewalk and near the base of the pole.,3,0,1
0091_png.rf.c640027682ae87668e8403a982ba304b.jpg,1,1,1,TP,TP,True,True,0.8907,0.09,A black garbage bag is sitting on the sidewalk.,1,1,1
0092_png.rf.6b230947fc40d9713d0e60a2df3da855.jpg,1,1,1,TP,TP,True,True,0.4341,0.09,There are white garbage bags on the sidewalk/curb area near the pole.,1,1,1
0093_png.rf.a26ed63b6ed9e7892d3bd17887b4733f.jpg,1,0,1,FN,TP,False,True,0.1851,0.9,There is a white plastic bag or piece of waste on the sidewalk/curb area near the pole.,2,0,1
0094_png.rf.ecc23214dd6bc0876103b13dcd258aee.jpg,1,1,0,TP,FN,True,False,0.7276,0.0,No visible trash or discarded waste on the street or sidewalk.,1,1,0
0095_png.rf.727e155653323e63ce0e6619afa91db0.jpg,1,1,1,TP,TP,True,True,0.867,0.95,Various garbage bags and loose waste scattered on the sidewalk and street corner.,3,3,3
0096_png.rf.cbadb441bec2fb9ba7303c4c08588dd2.jpg,1,1,1,TP,TP,True,True,0.7397,0.9,There is scattered waste and debris on the grassy area between the sidewalk and the street.,4,2,1
0097_png.rf.e1a9fb41729ab25921f30b4abb9e1531.jpg,1,0,1,FN,TP,False,True,0.0,0.95,Large amount of scattered garbage and waste bags on the sidewalk/curb area.,7,0,1
0098_png.rf.f1a57622c8a325949caefd8b9848f821.jpg,1,0,1,FN,TP,False,True,0.0,0.09,Discarded cardboard boxes and plastic waste on the sidewalk next to a wall.,4,0,1
0099_png.rf.d402f2cb445c37386668edca47b7bb55.jpg,1,1,1,TP,TP,True,True,0.7382,1.0,Large amount of discarded garbage bags and loose waste scattered on the sidewalk and against a wall.,2,1,2
0100_png.rf.291b24eb8d064013e5a62f28a170c344.jpg,1,1,1,TP,TP,True,True,0.8543,0.95,Several black garbage bags and loose waste scattered on the sidewalk and curb.,4,4,2
0101_png.rf.2597ba103449bdb41ff2abdc30169620.jpg,1,1,1,TP,TP,True,True,0.8575,0.9,There is a small amount of discarded waste/plastic on the ground near the base of the pole in the foreground.,1,1,1
0102_png.rf.7e928e2742aac558e38ba2b004367321.jpg,1,0,1,FN,TP,False,True,0.1936,0.95,Large pile of discarded bags and waste accumulated against a wall.,2,0,1
0103_png.rf.f872c8e9273790dd1d263ea8306ab681.jpg,1,1,1,TP,TP,True,True,0.7777,0.95,"A pile of mixed waste, including plastics and packaging, accumulated on the sidewalk against a wall.",1,3,1
0104_png.rf.87de58f2839c95ebae064a85d682613c.jpg,1,0,1,FN,TP,False,True,0.0,0.09,Large amount of scattered garbage bags and loose waste along the sidewalk and fence.,5,0,1
0105_png.rf.ced2360b6fe18147537b9eb9551e5fe2.jpg,1,1,0,TP,FN,True,False,0.7628,0.95,No visible trash or discarded waste on the street or sidewalk.,1,1,1
0106_png.rf.119567f880a6c3586ff64e0de1fd6f91.jpg,1,1,1,TP,TP,True,True,0.3333,0.09,There is discarded waste and debris around the base of the blue trash bins.,1,1,1
0107_png.rf.3ba6933879100d6a3f08182251e7b882.jpg,1,0,1,FN,TP,False,True,0.054,0.95,There are several piles of garbage bags and loose waste scattered along the curb and sidewalk area.,2,0,2
0108_png.rf.9bf8cea959cf12b07d239ff3c920c1a1.jpg,1,0,1,FN,TP,False,True,0.1174,0.95,Acúmulo de sacos de lixo e detritos diversos no canteiro/calçada,3,0,1
0109_png.rf.81f5a4554ea149a43a5460cfb7c9d18b.jpg,1,1,1,TP,TP,True,True,0.5733,0.95,"Several black garbage bags filled with waste, piled up on the sidewalk/street corner.",1,4,1
0110_png.rf.13dae6c6ce2d900b9d1e019dc124e52d.jpg,1,1,1,TP,TP,True,True,0.8154,0.95,Cardboard boxes and other debris scattered on the sidewalk/curb area.,2,3,1
0111_png.rf.1b823d783de3bbd1ddd0b4687f85defb.jpg,1,1,1,TP,TP,True,True,0.3465,0.95,Large pile of discarded bags and waste on the sidewalk/dirt area next to a pole.,4,1,3
0112_png.rf.2f6d0840f854187208337d6896cb32dd.jpg,1,0,1,FN,TP,False,True,0.1309,0.95,Several garbage bags and loose waste piled up on the sidewalk/curb area.,4,0,1
0113_png.rf.1381408778467c3960e5b4014febb5f3.jpg,1,1,1,TP,TP,True,True,0.4575,0.95,Various garbage bags and loose waste scattered on the grass verge between the sidewalk and the street.,8,1,5
0114_png.rf.d587ff205f2af5ac398ccbcde9326c3b.jpg,1,1,1,TP,TP,True,True,0.8022,0.95,Several garbage bags are piled up on the sidewalk/curb area.,4,6,1
0115_png.rf.7fd4d1398fc8274006dbf19cebea2402.jpg,1,0,1,FN,TP,False,True,0.0,0.9,Small pieces of debris and litter scattered on the ground near the base of the pole.,1,0,1
0116_png.rf.caa27a4db754e6129510481bd3b6d031.jpg,1,1,1,TP,TP,True,True,0.8688,0.95,Several black garbage bags are piled up on the sidewalk/curb area.,7,7,1
0117_png.rf.85f79b5eb7d13f7f91f710838f8757bb.jpg,1,1,1,TP,TP,True,True,0.8178,0.95,Black garbage bags placed on the sidewalk next to a tree.,2,2,1
0118_png.rf.cd90b3e119f44c2029134efae80a4342.jpg,1,1,1,TP,TP,True,True,0.289,0.9,There is discarded waste/trash on the side of the road near the curb.,3,1,1
0119_png.rf.dc1bb5c0d952dd276aca45fb4ca2693d.jpg,1,0,1,FN,TP,False,True,0.0,0.95,"Acúmulo de pequenos detritos e papéis descartados no chão, junto à base da estrutura metálica e na calçada.",3,0,1
0120_png.rf.941fea780b184269f9bc861f4c1900c9.jpg,1,0,0,FN,FN,False,False,0.0615,0.95,No visible trash or discarded waste on the street or sidewalk.,3,0,0
0121_png.rf.62d07b07e46b540ecf8b8cbb40e9fd1b.jpg,1,1,1,TP,TP,True,True,0.3427,0.95,Large pile of construction debris and discarded waste on the sidewalk/street edge.,10,1,1
0122_png.rf.7b403a39466a16994d45207f23b51536.jpg,1,0,1,FN,TP,False,True,0.0655,0.95,"There is a significant amount of discarded waste, including white plastic bags and other debris, accumulated along the curb and the grassy area near the pole.",4,0,1
0123_png.rf.089ebd0e525e65fb90d70a0b8c59455d.jpg,1,1,1,TP,TP,True,True,0.8461,0.95,Several black and white garbage bags piled on the sidewalk/median strip.,4,3,5
0124_png.rf.01e00310a296cd700c05777ce80193a7.jpg,1,0,1,FN,TP,False,True,0.0,0.95,"There is a significant amount of construction debris, broken bricks, and scattered plastic waste on the ground.",4,0,1
0125_png.rf.530d5d2be2da686e5f227d552bdfc04b.jpg,1,0,1,FN,TP,False,True,0.0,1.0,"Large pile of discarded waste, including bags, cardboard, and miscellaneous debris on the sidewalk.",8,0,1
0126_png.rf.3b21573e01ab8dd1709cc6ea997e20b2.jpg,1,1,1,TP,TP,True,True,0.7695,0.95,"There is a significant amount of discarded waste, including cardboard boxes and plastic bags, piled up on the sidewalk/curb area between two trees.",5,2,1
0127_png.rf.157481e167eb0c7cb3525eafbf851e77.jpg,1,0,1,FN,TP,False,True,0.1986,0.09,"Acúmulo de sacos de lixo e detritos diversos na calçada, ao lado de uma árvore.",4,0,1
0128_png.rf.8e3ed3494f5500d220b8788600be3d3e.jpg,1,0,1,FN,TP,False,True,0.0522,0.09,Acúmulo de resíduos e sacos de lixo descartados irregularmente na calçada/canteiro.,1,0,1
0129_png.rf.45788c13fea6472434ba6587f9b26b3d.jpg,1,1,1,TP,TP,True,True,0.819,0.95,There are discarded bags and waste materials on the sidewalk next to the tree.,3,1,1
0130_png.rf.fd0d89f6059f4b5197986103cebdd9d4.jpg,1,1,1,TP,TP,True,True,0.878,0.09,A black garbage bag sitting on the sidewalk/curb area.,1,1,1
0131_png.rf.a23c4eb0406ab705be250f1472904fc4.jpg,1,1,1,TP,TP,True,True,0.5782,0.95,There is a significant amount of discarded waste and debris piled up on the grass verge between the sidewalk and the street.,5,1,2
0132_png.rf.f4f393d4da00b87750ad3d342e14aae3.jpg,1,1,1,TP,TP,True,True,0.6198,0.9,There is a white garbage bag or discarded waste material on the sidewalk next to the tree.,1,1,1
0133_png.rf.ee6394229c838248ce4cbb2006900510.jpg,1,0,1,FN,TP,False,True,0.0,0.9,There is accumulated waste and debris on the sidewalk/ground next to the wall.,2,0,1
0134_png.rf.a38ebe03e4d93b117cc317d875b408c4.jpg,1,1,1,TP,TP,True,True,0.8481,0.95,Several garbage bags are discarded on the sidewalk/dirt area next to the tree.,3,5,4
0135_png.rf.5d336212f6fcf4aae6b7780ad0bd7685.jpg,1,0,1,FN,TP,False,True,0.0,0.85,There is some discarded waste/debris on the sidewalk near the base of the wall and the curb.,1,0,1
0136_png.rf.f3a787a714ea644147fe3d88a00df05f.jpg,1,1,1,TP,TP,True,True,0.2951,0.95,There are several white garbage bags and discarded waste piled up along the curb of the sidewalk.,2,1,1
0137_png.rf.b1ec60b8129af28e5df2ca5f74c1a6cc.jpg,1,1,1,TP,TP,True,True,0.7933,0.9,There is visible discarded waste and debris on the sidewalk and street edge near the small plant.,1,1,1
0138_png.rf.ee6824ca3e042e4d64a70f439dda760e.jpg,1,0,1,FN,TP,False,True,0.0,0.9,There is discarded waste and debris near the base of the tree and the signpost on the sidewalk.,1,0,1
0139_png.rf.c4af27793309ea72ae8e246f4ff42a8f.jpg,1,0,1,FN,TP,False,True,0.112,0.09,"There is a pile of discarded waste and debris, including wood and other materials, on the sidewalk/street corner.",1,0,1
0140_png.rf.6b1ae88d298357ea64f5015bcc174962.jpg,1,0,1,FN,TP,False,True,0.0,0.95,There is discarded waste and debris accumulated along the curb/gutter area next to the sidewalk.,2,0,1
0141_png.rf.48a2c98f574a617f5d3b0baeaa20392d.jpg,1,1,1,TP,TP,True,True,0.7025,0.95,There are several garbage bags and discarded waste items on the sidewalk/curb area.,3,3,1
0142_png.rf.179620534e72003d0bc3fec68e6fc5de.jpg,1,0,1,FN,TP,False,True,0.0904,0.9,There is a pile of white debris or construction waste on the sidewalk/street area.,1,0,1
0143_png.rf.8b99a8d04303a746c4122d8ab64c65c6.jpg,1,1,1,TP,TP,True,True,0.694,0.9,"There is visible discarded waste and debris on the sidewalk and near the curb, specifically white plastic or packaging materials.",6,1,1
0144_png.rf.5d5be0b16f26aa552df0594f51c82fc4.jpg,1,0,1,FN,TP,False,True,0.0928,0.95,There are several discarded bags and waste items piled up at the base of the tree on the sidewalk.,2,0,1
